what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044714608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044733288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1314044733423
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1314044738217
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314044771882
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1314044860929
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1314044865990
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044866315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044868363
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044868784
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044870445
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314044874101
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314044881314
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314044886630
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314044886630
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1314044888607
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1314044894815
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314044904641
closed,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1314044904642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044912705
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1314044912733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044919281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314044935701
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1314044937611
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314044937611
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1314044939025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044949535
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044953670
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1314044953803
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1314044953803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314044959766
error,log,,,"Failed to load properties file for project 'The New Boston'",1314045045018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314045045231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1314045045388
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314045060405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314045072238
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314045082647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314045086155
opened,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1314045091015
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.layout.LayoutEditor",1314045091104
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314045368334
